gene	log2FC	p	padj	n
338811_at	-0.42743879075	0.000891705880173187	0.99994615319607	16
8972_at	-0.405895316375	0.00107227464066807	0.99994615319607	16
2960_at	0.26686598625	0.00110492523690748	0.99994615319607	16
80778_at	0.362684101875	0.0014990070295846	0.99994615319607	16
9760_at	0.3384145505	0.00199512230422556	0.99994615319607	16
80831_at	0.28105933425	0.00204128198715267	0.99994615319607	16
79782_at	-0.24757831325	0.00205570693549157	0.99994615319607	16
80346_at	0.3381834935	0.00220994547203896	0.99994615319607	16
1359_at	0.745004681124999	0.00236253293630056	0.99994615319607	16
4056_at	0.402003926875	0.00237027019902294	0.99994615319607	16
85509_at	-0.291755236875	0.00262481429289626	0.99994615319607	16
8526_at	-0.311903928875	0.00264693087785439	0.99994615319607	16
5311_at	0.248887345624999	0.00312325470205199	0.99994615319607	16
285195_at	0.485235937000001	0.00314671983524171	0.99994615319607	16
8692_at	-0.3725186525	0.00329515726183595	0.99994615319607	16
5932_at	0.383388460875	0.00336976622265103	0.99994615319607	16
57217_at	0.252763104125	0.0034105755879747	0.99994615319607	16
56916_at	0.262023131875	0.00357048268505338	0.99994615319607	16
57154_at	0.3457090495	0.00371979869547604	0.99994615319607	16
10346_at	-0.389405392750001	0.00376670082483335	0.99994615319607	16
7401_at	0.226843958875	0.00416900021472903	0.99994615319607	16
5316_at	-0.3465032885	0.00423187988821454	0.99994615319607	16
7576_at	0.4298772925	0.0045475766379291	0.99994615319607	16
23452_at	0.340585244875	0.00456909208694874	0.99994615319607	16
80350_at	0.312155235	0.00465081306861431	0.99994615319607	16
256714_at	0.265593985	0.0047724745381259	0.99994615319607	16
286887_at	-0.399408970125	0.00480799474698042	0.99994615319607	16
10733_at	0.363531559375	0.00485491315359722	0.99994615319607	16
10466_at	0.2339799185	0.00493292507858328	0.99994615319607	16
113791_at	0.402048179125	0.00507927851004984	0.99994615319607	16
649446_at	0.34536227525	0.00599197615998999	0.99994615319607	16
140828_at	-0.251520063	0.00600394741141903	0.99994615319607	16
1436_at	0.51447871375	0.00600553356405612	0.99994615319607	16
55857_at	0.55998187875	0.00605038905986617	0.99994615319607	16
9562_at	0.346670908875	0.00605719246068289	0.99994615319607	16
79444_at	-0.280396992	0.00609172819276511	0.99994615319607	16
60681_at	0.282045017875	0.00620032469582838	0.99994615319607	16
11160_at	0.233406046875	0.00622910337435962	0.99994615319607	16
159686_at	0.393708416125	0.00625715608497929	0.99994615319607	16
8139_at	0.36325025925	0.00630682934220228	0.99994615319607	16
27244_at	0.2841376455	0.00651354623898344	0.99994615319607	16
401474_at	0.277688979125	0.00656961756799013	0.99994615319607	16
5558_at	0.2185264695	0.00661812461030219	0.99994615319607	16
170487_at	-0.265294880375	0.00671434208464927	0.99994615319607	16
80095_at	0.320492026875	0.00672482272659188	0.99994615319607	16
220992_at	0.382381970875	0.0068832797740847	0.99994615319607	16
81035_at	0.526183679625	0.00702948995902754	0.99994615319607	16
115827_at	0.559078844	0.00707682100849784	0.99994615319607	16
8567_at	0.177477074125	0.00716873372838276	0.99994615319607	16
59343_at	0.423478733875	0.00718155617641122	0.99994615319607	16
2842_at	-0.241439302	0.00725787698538261	0.99994615319607	16
4104_at	-0.250808636125	0.00727274481114761	0.99994615319607	16
83882_at	-0.183603582	0.00734795069158699	0.99994615319607	16
400841_at	-0.229216481375	0.0073557452708605	0.99994615319607	16
115196_at	0.48109686175	0.00740729076477182	0.99994615319607	16
84063_at	0.181434016125	0.00740966120968275	0.99994615319607	16
390157_at	-0.2166256985	0.00755302085721041	0.99994615319607	16
712_at	0.437100516625001	0.00758821999277408	0.99994615319607	16
51666_at	0.176194428125	0.00761610059836109	0.99994615319607	16
407_at	-0.237053123375	0.00762473573913157	0.99994615319607	16
340441_at	-0.357253936125	0.00763721661899067	0.99994615319607	16
155435_at	0.28903475625	0.00779988288951681	0.99994615319607	16
100130274_at	-0.165035222875	0.00797431148332048	0.99994615319607	16
129607_at	-0.387579958625	0.00807557026438815	0.99994615319607	16
3269_at	0.491969557	0.00808312539468288	0.99994615319607	16
51010_at	0.497509083125	0.00814739414815328	0.99994615319607	16
56124_at	0.271250117	0.00827834087984832	0.99994615319607	16
84925_at	0.195174276375	0.00852188001370236	0.99994615319607	16
55835_at	0.22567226575	0.00857740402660727	0.99994615319607	16
442454_at	-0.2509009255	0.00863455078290954	0.99994615319607	16
8499_at	-0.257599916625	0.00869725620583892	0.99994615319607	16
23137_at	0.441431636250001	0.00873405081954678	0.99994615319607	16
83544_at	0.262787685375	0.00874463275233804	0.99994615319607	16
11009_at	-0.2531362125	0.0087855026495308	0.99994615319607	16
100129144_at	-0.235765688	0.0088190073567613	0.99994615319607	16
26173_at	-0.182224568625	0.00883642095961044	0.99994615319607	16
9837_at	0.4966122735	0.00907497449622672	0.99994615319607	16
203523_at	0.338614872625	0.00922288724198631	0.99994615319607	16
7705_at	0.224779687999999	0.00933951749326281	0.99994615319607	16
150864_at	0.2112370295	0.00940433049663903	0.99994615319607	16
51564_at	-0.45887510225	0.00944615456717716	0.99994615319607	16
6887_at	-0.203633000375	0.00951580311127569	0.99994615319607	16
27079_at	-0.2479484735	0.00952166466037062	0.99994615319607	16
55794_at	0.246684380125	0.00975920338336131	0.99994615319607	16
115708_at	-0.200531546	0.00982065391795103	0.99994615319607	16
339221_at	-0.249606872875	0.00987864350965373	0.99994615319607	16
7035_at	0.328305875125	0.00995380797363076	0.99994615319607	16
4832_at	-0.245768162875001	0.0100343558269982	0.99994615319607	16
390113_at	-0.1836446025	0.0101290535615288	0.99994615319607	16
553115_at	-0.246903332125	0.0101562459438895	0.99994615319607	16
80758_at	0.171872930625	0.0101710373561524	0.99994615319607	16
284021_at	0.5406268995	0.0101716998690337	0.99994615319607	16
7844_at	0.202291701375	0.0103582928884194	0.99994615319607	16
55361_at	0.3771655285	0.0105346996358491	0.99994615319607	16
3801_at	0.244725364375	0.0105373639416635	0.99994615319607	16
135295_at	-0.21142795375	0.0107363778899374	0.99994615319607	16
149650_at	-0.268537346625	0.0108312704218214	0.99994615319607	16
995_at	0.204717769625	0.0108834670233201	0.99994615319607	16
285429_at	-0.171375287125	0.0109239765217541	0.99994615319607	16
22974_at	0.33349416125	0.0109524660232366	0.99994615319607	16
2785_at	-0.31641576075	0.0109590827484215	0.99994615319607	16
3149_at	0.364876672625	0.0109631681555238	0.99994615319607	16
55280_at	0.323536682	0.0109882150897539	0.99994615319607	16
7058_at	0.803219963500001	0.0110082853411906	0.99994615319607	16
644890_at	0.321872165125	0.0110490435310933	0.99994615319607	16
2643_at	-0.984961661375	0.0111097717685907	0.99994615319607	16
10044_at	-0.36333044375	0.0112458353332175	0.99994615319607	16
57650_at	0.2297953285	0.0112691396008368	0.99994615319607	16
3174_at	-0.250341126125	0.0112790208665973	0.99994615319607	16
80313_at	0.326722702125	0.0114047619222729	0.99994615319607	16
10678_at	0.436424045500001	0.0115917444151234	0.99994615319607	16
121549_at	-0.21431906275	0.0116311618237093	0.99994615319607	16
79728_at	0.331909452625	0.0117161082749601	0.99994615319607	16
5780_at	0.215915950125	0.0117481723443042	0.99994615319607	16
10780_at	0.2400657955	0.0117891328497184	0.99994615319607	16
57101_at	-0.231849860125	0.0118497098900341	0.99994615319607	16
440104_at	0.31315161725	0.0118581888836981	0.99994615319607	16
4113_at	-0.251176335625	0.012048400445326	0.99994615319607	16
54518_at	-0.350081111375	0.0121847782646057	0.99994615319607	16
7187_at	0.188148003125	0.0122427736851384	0.99994615319607	16
256329_at	-0.231031663875	0.0122651147918369	0.99994615319607	16
84875_at	-0.238864583	0.0123428334969189	0.99994615319607	16
646629_at	-0.281519613	0.0123601538328121	0.99994615319607	16
57037_at	0.239246784250001	0.0124016399341899	0.99994615319607	16
5627_at	0.315546219875	0.0125031619098967	0.99994615319607	16
8581_at	0.194153251375	0.0125210390820255	0.99994615319607	16
23430_at	0.227671721	0.0125690160677943	0.99994615319607	16
2534_at	0.29864296125	0.0126802054119402	0.99994615319607	16
23659_at	0.427965549	0.0128800263039926	0.99994615319607	16
8445_at	0.404745489	0.0129029982651437	0.99994615319607	16
8994_at	-0.25883363	0.0129367542616012	0.99994615319607	16
200634_at	-0.213822247875	0.013007514011573	0.99994615319607	16
89780_at	-0.19324825675	0.0133424478478671	0.99994615319607	16
9368_at	-0.31729230125	0.0133896061789047	0.99994615319607	16
6433_at	-0.159360102999999	0.0134345226321988	0.99994615319607	16
51063_at	0.40575624775	0.0136616971019817	0.99994615319607	16
137964_at	0.290398234125	0.0137500731479984	0.99994615319607	16
4647_at	0.2993428905	0.0139435748074011	0.99994615319607	16
9241_at	-0.25823295625	0.0139733629150091	0.99994615319607	16
11146_at	0.329170330125	0.0140423653106056	0.99994615319607	16
401647_at	0.210346760125	0.0141993431562993	0.99994615319607	16
10449_at	-0.21942068375	0.0143161059661846	0.99994615319607	16
51700_at	0.403264644875	0.0143348741226357	0.99994615319607	16
388381_at	-0.227187547	0.0143399351607718	0.99994615319607	16
7837_at	0.2206735375	0.014504252876431	0.99994615319607	16
100288144_at	-0.1743101345	0.0145630859489649	0.99994615319607	16
399473_at	-0.1829652775	0.0146101269752782	0.99994615319607	16
55028_at	0.344327949250001	0.0147378046432496	0.99994615319607	16
2288_at	-0.3650972815	0.0148045677677911	0.99994615319607	16
100132257_at	0.479062437375	0.0149995067055419	0.99994615319607	16
64860_at	0.26526697075	0.0150087174249019	0.99994615319607	16
10592_at	0.231830223625	0.0150555672368113	0.99994615319607	16
8503_at	-0.37997832825	0.0150721859363615	0.99994615319607	16
8853_at	0.2344364215	0.015078754981224	0.99994615319607	16
140738_at	0.5119097735	0.0151502294119098	0.99994615319607	16
100506588_at	-0.247228787875	0.0152136192994112	0.99994615319607	16
6898_at	-0.27981783825	0.0153928743759326	0.99994615319607	16
6336_at	-0.166134033875	0.0154937504655202	0.99994615319607	16
339768_at	-0.207144756	0.0155294923198084	0.99994615319607	16
80712_at	0.249313213875	0.0155729069061027	0.99994615319607	16
84676_at	0.337932181375	0.0158087833646238	0.99994615319607	16
51104_at	0.219152299625	0.0158776434991391	0.99994615319607	16
140766_at	-0.177792274625	0.0159563769430274	0.99994615319607	16
7673_at	0.26263587975	0.0159961224509235	0.99994615319607	16
54627_at	-0.2385911105	0.0160144269444708	0.99994615319607	16
25859_at	-0.15707089425	0.016107609335068	0.99994615319607	16
84000_at	-0.223396838	0.016126979795408	0.99994615319607	16
3627_at	-1.7152319405	0.0163780964932905	0.99994615319607	16
11182_at	-0.289630603	0.0165126146221167	0.99994615319607	16
6571_at	0.477937754625	0.0165911865001065	0.99994615319607	16
84074_at	-0.16622190625	0.0166387544881833	0.99994615319607	16
143187_at	0.414834561875	0.016706653352269	0.99994615319607	16
6549_at	0.262136995125	0.0169176628191036	0.99994615319607	16
254263_at	-0.190490500875	0.0171492742566851	0.99994615319607	16
280636_at	-0.50336867675	0.0172174804488993	0.99994615319607	16
221491_at	0.242473868125	0.017476175332602	0.99994615319607	16
166614_at	-0.18215064525	0.0175594512876333	0.99994615319607	16
26873_at	-0.246707199	0.0177331709641685	0.99994615319607	16
5991_at	0.240955646375	0.017808415700379	0.99994615319607	16
9099_at	0.230805314375	0.0178545122475011	0.99994615319607	16
100505519_at	0.278226418125	0.0178919401775246	0.99994615319607	16
714_at	0.451430994125	0.0179338722144674	0.99994615319607	16
650669_at	-0.280163078875	0.0179380242616908	0.99994615319607	16
3558_at	0.220457885875	0.0180611451223078	0.99994615319607	16
84318_at	0.3344935245	0.0180697710292172	0.99994615319607	16
100287902_at	0.22016387825	0.0182285230506112	0.99994615319607	16
57505_at	-0.29248517725	0.0185491167720626	0.99994615319607	16
79183_at	-0.30613410975	0.0186124547826151	0.99994615319607	16
128344_at	-0.1899096475	0.0188465221153153	0.99994615319607	16
55668_at	0.282774047125	0.0189377658290663	0.99994615319607	16
7738_at	0.374961088	0.0190686912942465	0.99994615319607	16
29893_at	-0.130610988	0.0190928487813445	0.99994615319607	16
80004_at	0.188398987625	0.0192056525935211	0.99994615319607	16
7639_at	0.33341345475	0.0194939698957193	0.99994615319607	16
94031_at	0.333859763	0.0197359727293555	0.99994615319607	16
9037_at	-0.146884457	0.0197456075817597	0.99994615319607	16
3815_at	0.70445346475	0.0197496153444371	0.99994615319607	16
2560_at	0.172001581	0.0197714724000389	0.99994615319607	16
79990_at	0.254366668625	0.0198108350380618	0.99994615319607	16
374882_at	-0.272742387625	0.0198337736180629	0.99994615319607	16
23303_at	0.180637328625	0.0200265635458535	0.99994615319607	16
133690_at	-0.176809724125	0.020214984147099	0.99994615319607	16
221044_at	-0.183295607875	0.020230625109186	0.99994615319607	16
54660_at	-0.25519372375	0.0202979447633032	0.99994615319607	16
6656_at	-0.1963110555	0.0205116604718216	0.99994615319607	16
9975_at	0.491872484	0.0206573452388832	0.99994615319607	16
124602_at	-0.32481547475	0.0206684455237402	0.99994615319607	16
10403_at	0.60692385	0.0207792775767388	0.99994615319607	16
54905_at	-0.149514369125	0.0208239087251798	0.99994615319607	16
1374_at	0.339432227375	0.0209134352507257	0.99994615319607	16
51458_at	0.178719256625	0.0209156021031592	0.99994615319607	16
9739_at	0.1820220575	0.0209276495685872	0.99994615319607	16
2917_at	-0.21812725625	0.0209651743002878	0.99994615319607	16
60314_at	-0.373377548125	0.021001936278869	0.99994615319607	16
29989_at	-0.295032807375	0.0210764490222483	0.99994615319607	16
84166_at	-0.724846090875	0.02109156089706	0.99994615319607	16
55775_at	0.22108155525	0.0211648113977082	0.99994615319607	16
339059_at	-0.144828656375	0.0212314364090797	0.99994615319607	16
54982_at	0.274995961625	0.0212364037901135	0.99994615319607	16
3953_at	0.265258004874999	0.0213252528636722	0.99994615319607	16
254251_at	0.206635858125	0.0213379967695421	0.99994615319607	16
162239_at	0.402521873	0.0213385222140253	0.99994615319607	16
4998_at	0.188225144625	0.0214095239368866	0.99994615319607	16
