Gene	log2FC	P.Value	adj.P.Val	n
PRCPP1	-0.172703524231389	0.954997660450467	NA	16
AC011593.1	-0.172703524231389	0.954997660450467	NA	16
AC068535.1	-0.172703524231389	0.954997660450467	NA	16
AC005040.2	-0.172703524231389	0.954997660450467	NA	16
RPL22P8	-0.172703524231389	0.954997660450467	NA	16
SRSF3P6	-0.172703524231389	0.954997660450467	NA	16
AC013268.4	-0.172703524231389	0.954997660450467	NA	16
MIR4436B1	-0.172703524231389	0.954997660450467	NA	16
AC140479.5	-0.172703524231389	0.954997660450467	NA	16
AC017002.1	-0.172703524231389	0.954997660450467	NA	16
AC079988.1	-0.172703524231389	0.954997660450467	NA	16
AC073409.1	-0.172703524231389	0.954997660450467	NA	16
AC097499.2	-0.172703524231389	0.954997660450467	NA	16
AC142116.2	-0.172703524231389	0.954997660450467	NA	16
TEX51	-0.172703524231389	0.954997660450467	NA	16
AC079776.1	-0.172703524231389	0.954997660450467	NA	16
AC133785.1	-0.172703524231389	0.954997660450467	NA	16
SSBP3P2	-0.172703524231389	0.954997660450467	NA	16
MTND2P18	-0.172703524231389	0.954997660450467	NA	16
RN7SL701P	-0.172703524231389	0.954997660450467	NA	16
AC110620.1	-0.172703524231389	0.954997660450467	NA	16
MIR4773-1	-0.172703524231389	0.954997660450467	NA	16
AC009969.1	-0.172703524231389	0.954997660450467	NA	16
MTCO1P45	-0.172703524231389	0.954997660450467	NA	16
LINC01958	-0.172703524231389	0.954997660450467	NA	16
AC092153.1	-0.172703524231389	0.954997660450467	NA	16
AC009313.1	-0.172703524231389	0.954997660450467	NA	16
EIF3EP2	-0.172703524231389	0.954997660450467	NA	16
LRP2	-0.172703524231389	0.954997660450467	NA	16
JPT1P1	-0.172703524231389	0.954997660450467	NA	16
LRRC2P1	-0.172703524231389	0.954997660450467	NA	16
HNRNPA1P39	-0.172703524231389	0.954997660450467	NA	16
EVX2	-0.172703524231389	0.954997660450467	NA	16
AC073834.1	-0.172703524231389	0.954997660450467	NA	16
MIR4437	-0.172703524231389	0.954997660450467	NA	16
AC008122.1	-0.172703524231389	0.954997660450467	NA	16
AC004464.1	-0.172703524231389	0.954997660450467	NA	16
DSTNP5	-0.172703524231389	0.954997660450467	NA	16
AC016903.2	-0.172703524231389	0.954997660450467	NA	16
PPIAP68	-0.172703524231389	0.954997660450467	NA	16
RN7SKP200	-0.172703524231389	0.954997660450467	NA	16
CRYGFP	-0.172703524231389	0.954997660450467	NA	16
AC016743.1	-0.172703524231389	0.954997660450467	NA	16
AC012491.1	-0.172703524231389	0.954997660450467	NA	16
ENSAP3	-0.172703524231389	0.954997660450467	NA	16
AC069155.1	-0.172703524231389	0.954997660450467	NA	16
AC019051.1	-0.172703524231389	0.954997660450467	NA	16
LLPHP3	-0.172703524231389	0.954997660450467	NA	16
AC010149.2	-0.172703524231389	0.954997660450467	NA	16
ECEL1P2	-0.172703524231389	0.954997660450467	NA	16
UGT1A13P	-0.172703524231389	0.954997660450467	NA	16
RPS20P12	-0.172703524231389	0.954997660450467	NA	16
AC113618.1	-0.172703524231389	0.954997660450467	NA	16
AC093642.1	-0.172703524231389	0.954997660450467	NA	16
AC090957.1	-0.172703524231389	0.954997660450467	NA	16
RANP7	-0.172703524231389	0.954997660450467	NA	16
LINC00692	-0.172703524231389	0.954997660450467	NA	16
hsa-mir-466	-0.172703524231389	0.954997660450467	NA	16
AC112220.1	-0.172703524231389	0.954997660450467	NA	16
AC018359.1	-0.172703524231389	0.954997660450467	NA	16
NBPF21P	-0.172703524231389	0.954997660450467	NA	16
AC009743.1	-0.172703524231389	0.954997660450467	NA	16
CCK	-0.172703524231389	0.954997660450467	NA	16
AC006055.1	-0.172703524231389	0.954997660450467	NA	16
MIR138-1	-0.172703524231389	0.954997660450467	NA	16
SOCS5P3	-0.172703524231389	0.954997660450467	NA	16
MIR564	-0.172703524231389	0.954997660450467	NA	16
AC104304.3	-0.172703524231389	0.954997660450467	NA	16
RN7SL870P	-0.172703524231389	0.954997660450467	NA	16
AC097637.3	-0.172703524231389	0.954997660450467	NA	16
AC113171.1	-0.172703524231389	0.954997660450467	NA	16
COX6CP6	-0.172703524231389	0.954997660450467	NA	16
AC112219.2	-0.172703524231389	0.954997660450467	NA	16
OR7E66P	-0.172703524231389	0.954997660450467	NA	16
AC139453.2	-0.172703524231389	0.954997660450467	NA	16
AGGF1P3	-0.172703524231389	0.954997660450467	NA	16
PSMC1P6	-0.172703524231389	0.954997660450467	NA	16
AC117473.1	-0.172703524231389	0.954997660450467	NA	16
MTND6P6	-0.172703524231389	0.954997660450467	NA	16
AC092905.1	-0.172703524231389	0.954997660450467	NA	16
MIR4446	-0.172703524231389	0.954997660450467	NA	16
AC073352.2	-0.172703524231389	0.954997660450467	NA	16
AF186996.2	-0.172703524231389	0.954997660450467	NA	16
OR7E130P	-0.172703524231389	0.954997660450467	NA	16
SNRPCP8	-0.172703524231389	0.954997660450467	NA	16
COL6A5	-0.172703524231389	0.954997660450467	NA	16
PRR23C	-0.172703524231389	0.954997660450467	NA	16
BPESC1	-0.172703524231389	0.954997660450467	NA	16
RNU6-507P	-0.172703524231389	0.954997660450467	NA	16
LINC01214	-0.172703524231389	0.954997660450467	NA	16
AC020636.2	-0.172703524231389	0.954997660450467	NA	16
RPL21P42	-0.172703524231389	0.954997660450467	NA	16
RPL9P15	-0.172703524231389	0.954997660450467	NA	16
AC108667.2	-0.172703524231389	0.954997660450467	NA	16
AC134503.1	-0.172703524231389	0.954997660450467	NA	16
RPL7AP25	-0.172703524231389	0.954997660450467	NA	16
AC012081.2	-0.172703524231389	0.954997660450467	NA	16
AC107294.4	-0.172703524231389	0.954997660450467	NA	16
MIR548AQ	-0.172703524231389	0.954997660450467	NA	16
AC007920.1	-0.172703524231389	0.954997660450467	NA	16
RTP1	-0.172703524231389	0.954997660450467	NA	16
SST	-0.172703524231389	0.954997660450467	NA	16
RN7SL486P	-0.172703524231389	0.954997660450467	NA	16
AC067718.1	-0.172703524231389	0.954997660450467	NA	16
LINC01983	-0.172703524231389	0.954997660450467	NA	16
LINC00955	-0.172703524231389	0.954997660450467	NA	16
RN7SKP113	-0.172703524231389	0.954997660450467	NA	16
ALG1L14P	-0.172703524231389	0.954997660450467	NA	16
AC093664.1	-0.172703524231389	0.954997660450467	NA	16
AC108063.2	-0.172703524231389	0.954997660450467	NA	16
LINC02438	-0.172703524231389	0.954997660450467	NA	16
ATP5MGP3	-0.172703524231389	0.954997660450467	NA	16
AC092436.2	-0.172703524231389	0.954997660450467	NA	16
AC024132.2	-0.172703524231389	0.954997660450467	NA	16
AC007106.1	-0.172703524231389	0.954997660450467	NA	16
AC016687.1	-0.172703524231389	0.954997660450467	NA	16
AC098680.2	-0.172703524231389	0.954997660450467	NA	16
AC024023.1	-0.172703524231389	0.954997660450467	NA	16
AC111006.1	-0.172703524231389	0.954997660450467	NA	16
AC024022.1	-0.172703524231389	0.954997660450467	NA	16
AC111198.1	-0.172703524231389	0.954997660450467	NA	16
AC093755.1	-0.172703524231389	0.954997660450467	NA	16
AC020593.1	-0.172703524231389	0.954997660450467	NA	16
AC118282.3	-0.172703524231389	0.954997660450467	NA	16
SNX18P25	-0.172703524231389	0.954997660450467	NA	16
LINC02480	-0.172703524231389	0.954997660450467	NA	16
AC097522.1	-0.172703524231389	0.954997660450467	NA	16
AC104066.4	-0.172703524231389	0.954997660450467	NA	16
AC110792.1	-0.172703524231389	0.954997660450467	NA	16
RPL22P13	-0.172703524231389	0.954997660450467	NA	16
RNU6-410P	-0.172703524231389	0.954997660450467	NA	16
AC021220.1	-0.172703524231389	0.954997660450467	NA	16
GLDCP1	-0.172703524231389	0.954997660450467	NA	16
AC074087.1	-0.172703524231389	0.954997660450467	NA	16
AC104137.1	-0.172703524231389	0.954997660450467	NA	16
APOOP4	-0.172703524231389	0.954997660450467	NA	16
AC111000.5	-0.172703524231389	0.954997660450467	NA	16
AC114786.1	-0.172703524231389	0.954997660450467	NA	16
MUC7	-0.172703524231389	0.954997660450467	NA	16
AFM	-0.172703524231389	0.954997660450467	NA	16
AC112719.1	-0.172703524231389	0.954997660450467	NA	16
HNRNPA1P56	-0.172703524231389	0.954997660450467	NA	16
CHCHD2P7	-0.172703524231389	0.954997660450467	NA	16
AC097484.1	-0.172703524231389	0.954997660450467	NA	16
AC107067.2	-0.172703524231389	0.954997660450467	NA	16
AC107067.1	-0.172703524231389	0.954997660450467	NA	16
RNU6-1059P	-0.172703524231389	0.954997660450467	NA	16
DYNLL1P6	-0.172703524231389	0.954997660450467	NA	16
ZACNP1	-0.172703524231389	0.954997660450467	NA	16
PANCR	-0.172703524231389	0.954997660450467	NA	16
CCDC34P1	-0.172703524231389	0.954997660450467	NA	16
NEUROG2-AS1	-0.172703524231389	0.954997660450467	NA	16
AC093815.1	-0.172703524231389	0.954997660450467	NA	16
KRT18P21	-0.172703524231389	0.954997660450467	NA	16
TTC39CP1	-0.172703524231389	0.954997660450467	NA	16
RNU4-33P	-0.172703524231389	0.954997660450467	NA	16
AC097462.2	-0.172703524231389	0.954997660450467	NA	16
AC105417.1	-0.172703524231389	0.954997660450467	NA	16
LINC02479	-0.172703524231389	0.954997660450467	NA	16
RN7SL205P	-0.172703524231389	0.954997660450467	NA	16
AC073429.1	-0.172703524231389	0.954997660450467	NA	16
TERF1P3	-0.172703524231389	0.954997660450467	NA	16
AC131956.3	-0.172703524231389	0.954997660450467	NA	16
AC097511.1	-0.172703524231389	0.954997660450467	NA	16
RNU1-44P	-0.172703524231389	0.954997660450467	NA	16
AC110753.1	-0.172703524231389	0.954997660450467	NA	16
AC107385.1	-0.172703524231389	0.954997660450467	NA	16
AC106872.1	-0.172703524231389	0.954997660450467	NA	16
LINC01179	-0.172703524231389	0.954997660450467	NA	16
RN7SKP188	-0.172703524231389	0.954997660450467	NA	16
AC079768.3	-0.172703524231389	0.954997660450467	NA	16
AC074255.1	-0.172703524231389	0.954997660450467	NA	16
ADAM29	-0.172703524231389	0.954997660450467	NA	16
MARK2P4	-0.172703524231389	0.954997660450467	NA	16
MIR3945	-0.172703524231389	0.954997660450467	NA	16
AC105924.1	-0.172703524231389	0.954997660450467	NA	16
DBET	-0.172703524231389	0.954997660450467	NA	16
DUX4L8	-0.172703524231389	0.954997660450467	NA	16
LINC02114	-0.172703524231389	0.954997660450467	NA	16
AC025756.1	-0.172703524231389	0.954997660450467	NA	16
AC091951.1	-0.172703524231389	0.954997660450467	NA	16
AC025174.1	-0.172703524231389	0.954997660450467	NA	16
AC091932.3	-0.172703524231389	0.954997660450467	NA	16
AC091905.1	-0.172703524231389	0.954997660450467	NA	16
AC016553.1	-0.172703524231389	0.954997660450467	NA	16
AC106774.1	-0.172703524231389	0.954997660450467	NA	16
CDH18-AS1	-0.172703524231389	0.954997660450467	NA	16
MIR580	-0.172703524231389	0.954997660450467	NA	16
LINC02117	-0.172703524231389	0.954997660450467	NA	16
AC008808.2	-0.172703524231389	0.954997660450467	NA	16
GZMAP1	-0.172703524231389	0.954997660450467	NA	16
AK4P2	-0.172703524231389	0.954997660450467	NA	16
AC008391.1	-0.172703524231389	0.954997660450467	NA	16
AC025470.1	-0.172703524231389	0.954997660450467	NA	16
RN7SL476P	-0.172703524231389	0.954997660450467	NA	16
TMEM174	-0.172703524231389	0.954997660450467	NA	16
AC008394.1	-0.172703524231389	0.954997660450467	NA	16
AC114324.1	-0.172703524231389	0.954997660450467	NA	16
AC008837.1	-0.172703524231389	0.954997660450467	NA	16
TSSK1B	-0.172703524231389	0.954997660450467	NA	16
AC008628.2	-0.172703524231389	0.954997660450467	NA	16
LINC02214	-0.172703524231389	0.954997660450467	NA	16
RPL35AP15	-0.172703524231389	0.954997660450467	NA	16
LINC02215	-0.172703524231389	0.954997660450467	NA	16
AC106806.1	-0.172703524231389	0.954997660450467	NA	16
AC109464.1	-0.172703524231389	0.954997660450467	NA	16
AC109458.2	-0.172703524231389	0.954997660450467	NA	16
AC113367.3	-0.172703524231389	0.954997660450467	NA	16
AC010307.2	-0.172703524231389	0.954997660450467	NA	16
AC034206.1	-0.172703524231389	0.954997660450467	NA	16
AC002428.1	-0.172703524231389	0.954997660450467	NA	16
RNU6-460P	-0.172703524231389	0.954997660450467	NA	16
RPS27AP18	-0.172703524231389	0.954997660450467	NA	16
AC008696.2	-0.172703524231389	0.954997660450467	NA	16
AC109441.1	-0.172703524231389	0.954997660450467	NA	16
AC011396.2	-0.172703524231389	0.954997660450467	NA	16
AC011352.1	-0.172703524231389	0.954997660450467	NA	16
HMGN1P16	-0.172703524231389	0.954997660450467	NA	16
AC008410.1	-0.172703524231389	0.954997660450467	NA	16
AC010591.1	-0.172703524231389	0.954997660450467	NA	16
AC008703.2	-0.172703524231389	0.954997660450467	NA	16
FABP6-AS1	-0.172703524231389	0.954997660450467	NA	16
RNU6-164P	-0.172703524231389	0.954997660450467	NA	16
AC008432.1	-0.172703524231389	0.954997660450467	NA	16
AC091820.1	-0.172703524231389	0.954997660450467	NA	16
AC008601.1	-0.172703524231389	0.954997660450467	NA	16
RPL7AP33	-0.172703524231389	0.954997660450467	NA	16
AC139493.1	-0.172703524231389	0.954997660450467	NA	16
AC140125.2	-0.172703524231389	0.954997660450467	NA	16
OR1X5P	-0.172703524231389	0.954997660450467	NA	16
AC122714.2	-0.172703524231389	0.954997660450467	NA	16
AC008620.2	-0.172703524231389	0.954997660450467	NA	16
PSMC1P11	-0.172703524231389	0.954997660450467	NA	16
AL359378.1	-0.172703524231389	0.954997660450467	NA	16
AL445430.2	-0.172703524231389	0.954997660450467	NA	16
SUMO2P13	-0.172703524231389	0.954997660450467	NA	16
HDGFL1	-0.172703524231389	0.954997660450467	NA	16
AL033539.1	-0.172703524231389	0.954997660450467	NA	16
NRSN1	-0.172703524231389	0.954997660450467	NA	16
H2BC2P	-0.172703524231389	0.954997660450467	NA	16
H4C7	-0.172703524231389	0.954997660450467	NA	16
RPL10P2	-0.172703524231389	0.954997660450467	NA	16
POM121L2	-0.172703524231389	0.954997660450467	NA	16
RPLP2P1	-0.172703524231389	0.954997660450467	NA	16
RNU2-45P	-0.172703524231389	0.954997660450467	NA	16
GPX5	-0.172703524231389	0.954997660450467	NA	16
MICG	-0.172703524231389	0.954997660450467	NA	16
AL662844.2	-0.172703524231389	0.954997660450467	NA	16
LINC02571	-0.172703524231389	0.954997660450467	NA	16
MTCO3P1	-0.172703524231389	0.954997660450467	NA	16
MIR3925	-0.172703524231389	0.954997660450467	NA	16
KCNK16	-0.172703524231389	0.954997660450467	NA	16
AL359458.1	-0.172703524231389	0.954997660450467	NA	16
AL049693.1	-0.172703524231389	0.954997660450467	NA	16
TINAG	-0.172703524231389	0.954997660450467	NA	16
AL031779.1	-0.172703524231389	0.954997660450467	NA	16
AL121949.1	-0.172703524231389	0.954997660450467	NA	16
NUFIP1P1	-0.172703524231389	0.954997660450467	NA	16
KHDC1L	-0.172703524231389	0.954997660450467	NA	16
AL590684.1	-0.172703524231389	0.954997660450467	NA	16
AL591030.1	-0.172703524231389	0.954997660450467	NA	16
AL591135.2	-0.172703524231389	0.954997660450467	NA	16
AL356859.1	-0.172703524231389	0.954997660450467	NA	16
LINC02527	-0.172703524231389	0.954997660450467	NA	16
RNU6-1163P	-0.172703524231389	0.954997660450467	NA	16
RNA5SP215	-0.172703524231389	0.954997660450467	NA	16
Z99129.2	-0.172703524231389	0.954997660450467	NA	16
AL117378.2	-0.172703524231389	0.954997660450467	NA	16
AL513524.1	-0.172703524231389	0.954997660450467	NA	16
AL449363.2	-0.172703524231389	0.954997660450467	NA	16
RNA5SP218	-0.172703524231389	0.954997660450467	NA	16
AL121970.1	-0.172703524231389	0.954997660450467	NA	16
SNRPEP6	-0.172703524231389	0.954997660450467	NA	16
RAET1L	-0.172703524231389	0.954997660450467	NA	16
AL080276.1	-0.172703524231389	0.954997660450467	NA	16
RNA5SP225	-0.172703524231389	0.954997660450467	NA	16
AL357075.1	-0.172703524231389	0.954997660450467	NA	16
AL591499.1	-0.172703524231389	0.954997660450467	NA	16
AL627443.1	-0.172703524231389	0.954997660450467	NA	16
TCP10L3	-0.172703524231389	0.954997660450467	NA	16
AL109910.1	-0.172703524231389	0.954997660450467	NA	16
AC011891.3	-0.172703524231389	0.954997660450467	NA	16
FERD3L	-0.172703524231389	0.954997660450467	NA	16
AC007091.1	-0.172703524231389	0.954997660450467	NA	16
EEF1A1P27	-0.172703524231389	0.954997660450467	NA	16
RN7SL542P	-0.172703524231389	0.954997660450467	NA	16
AC004485.1	-0.172703524231389	0.954997660450467	NA	16
AC005100.2	-0.172703524231389	0.954997660450467	NA	16
AC005686.1	-0.172703524231389	0.954997660450467	NA	16
LINC01448	-0.172703524231389	0.954997660450467	NA	16
AC073325.2	-0.172703524231389	0.954997660450467	NA	16
AC020743.2	-0.172703524231389	0.954997660450467	NA	16
AC004920.1	-0.172703524231389	0.954997660450467	NA	16
AC006478.2	-0.172703524231389	0.954997660450467	NA	16
AC009468.1	-0.172703524231389	0.954997660450467	NA	16
MTND5P7	-0.172703524231389	0.954997660450467	NA	16
ZNF90P3	-0.172703524231389	0.954997660450467	NA	16
VN1R34P	-0.172703524231389	0.954997660450467	NA	16
ZNF722P	-0.172703524231389	0.954997660450467	NA	16
MTND3P2	-0.172703524231389	0.954997660450467	NA	16
MTCO3P8	-0.172703524231389	0.954997660450467	NA	16
ZNF735	-0.172703524231389	0.954997660450467	NA	16
AC073349.3	-0.172703524231389	0.954997660450467	NA	16
AC006013.1	-0.172703524231389	0.954997660450467	NA	16
AC104688.1	-0.172703524231389	0.954997660450467	NA	16
AC069280.2	-0.172703524231389	0.954997660450467	NA	16
MIR3914-1	-0.172703524231389	0.954997660450467	NA	16
AC005011.1	-0.172703524231389	0.954997660450467	NA	16
AC004980.4	-0.172703524231389	0.954997660450467	NA	16
AC093716.1	-0.172703524231389	0.954997660450467	NA	16
MIR653	-0.172703524231389	0.954997660450467	NA	16
NDUFAF4P2	-0.172703524231389	0.954997660450467	NA	16
AC002076.1	-0.172703524231389	0.954997660450467	NA	16
AP1S2P1	-0.172703524231389	0.954997660450467	NA	16
RN7SKP104	-0.172703524231389	0.954997660450467	NA	16
AC011904.1	-0.172703524231389	0.954997660450467	NA	16
AC004522.4	-0.172703524231389	0.954997660450467	NA	16
AC004965.1	-0.172703524231389	0.954997660450467	NA	16
AC105052.1	-0.172703524231389	0.954997660450467	NA	16
PIGCP2	-0.172703524231389	0.954997660450467	NA	16
AC002386.1	-0.172703524231389	0.954997660450467	NA	16
AC073387.2	-0.172703524231389	0.954997660450467	NA	16
MTND6P24	-0.172703524231389	0.954997660450467	NA	16
AC093714.1	-0.172703524231389	0.954997660450467	NA	16
AC074085.1	-0.172703524231389	0.954997660450467	NA	16
AC010099.1	-0.172703524231389	0.954997660450467	NA	16
AC000372.1	-0.172703524231389	0.954997660450467	NA	16
AC002057.2	-0.172703524231389	0.954997660450467	NA	16
AC000374.1	-0.172703524231389	0.954997660450467	NA	16
GRM8-AS1	-0.172703524231389	0.954997660450467	NA	16
PRELID3BP10	-0.172703524231389	0.954997660450467	NA	16
MIR129-1	-0.172703524231389	0.954997660450467	NA	16
SNRPGP3	-0.172703524231389	0.954997660450467	NA	16
AC009264.1	-0.172703524231389	0.954997660450467	NA	16
AC024082.1	-0.172703524231389	0.954997660450467	NA	16
AC020983.1	-0.172703524231389	0.954997660450467	NA	16
RNA5SP248	-0.172703524231389	0.954997660450467	NA	16
RNU4-74P	-0.172703524231389	0.954997660450467	NA	16
AC073647.1	-0.172703524231389	0.954997660450467	NA	16
TRY2P	-0.172703524231389	0.954997660450467	NA	16
PAICSP5	-0.172703524231389	0.954997660450467	NA	16
RN7SL456P	-0.172703524231389	0.954997660450467	NA	16
AC092666.2	-0.172703524231389	0.954997660450467	NA	16
ALDH7A1P3	-0.172703524231389	0.954997660450467	NA	16
MIR5707	-0.172703524231389	0.954997660450467	NA	16
SEPTIN14P8	-0.172703524231389	0.954997660450467	NA	16
AC079054.1	-0.172703524231389	0.954997660450467	NA	16
DEFA9P	-0.172703524231389	0.954997660450467	NA	16
AF238378.1	-0.172703524231389	0.954997660450467	NA	16
AF228730.1	-0.172703524231389	0.954997660450467	NA	16
SPAG11B	-0.172703524231389	0.954997660450467	NA	16
AC134684.10	-0.172703524231389	0.954997660450467	NA	16
FAM90A11P	-0.172703524231389	0.954997660450467	NA	16
AC105233.2	-0.172703524231389	0.954997660450467	NA	16
RPS3AP31	-0.172703524231389	0.954997660450467	NA	16
RN7SL293P	-0.172703524231389	0.954997660450467	NA	16
RNA5SP255	-0.172703524231389	0.954997660450467	NA	16
NATP	-0.172703524231389	0.954997660450467	NA	16
AC012119.2	-0.172703524231389	0.954997660450467	NA	16
RNU1-148P	-0.172703524231389	0.954997660450467	NA	16
AC025871.2	-0.172703524231389	0.954997660450467	NA	16
AC131254.2	-0.172703524231389	0.954997660450467	NA	16
RNU6-663P	-0.172703524231389	0.954997660450467	NA	16
AF279873.3	-0.172703524231389	0.954997660450467	NA	16
AC069120.1	-0.172703524231389	0.954997660450467	NA	16
ASNSP4	-0.172703524231389	0.954997660450467	NA	16
ATP6V1G1P2	-0.172703524231389	0.954997660450467	NA	16
ALKAL1	-0.172703524231389	0.954997660450467	NA	16
AC090796.1	-0.172703524231389	0.954997660450467	NA	16
MIR124-2HG	-0.172703524231389	0.954997660450467	NA	16
AC090735.1	-0.172703524231389	0.954997660450467	NA	16
AC026616.1	-0.172703524231389	0.954997660450467	NA	16
AC084706.1	-0.172703524231389	0.954997660450467	NA	16
LINC01419	-0.172703524231389	0.954997660450467	NA	16
SOX5P1	-0.172703524231389	0.954997660450467	NA	16
PRR13P7	-0.172703524231389	0.954997660450467	NA	16
ZNF317P1	-0.172703524231389	0.954997660450467	NA	16
AC116154.1	-0.172703524231389	0.954997660450467	NA	16
AP003465.2	-0.172703524231389	0.954997660450467	NA	16
AP003472.2	-0.172703524231389	0.954997660450467	NA	16
RPS26P6	-0.172703524231389	0.954997660450467	NA	16
LINC02844	-0.172703524231389	0.954997660450467	NA	16
AP001208.1	-0.172703524231389	0.954997660450467	NA	16
MTCO2P4	-0.172703524231389	0.954997660450467	NA	16
AC009930.1	-0.172703524231389	0.954997660450467	NA	16
AC084114.1	-0.172703524231389	0.954997660450467	NA	16
AC021733.3	-0.172703524231389	0.954997660450467	NA	16
AC068413.1	-0.172703524231389	0.954997660450467	NA	16
AC011626.1	-0.172703524231389	0.954997660450467	NA	16
RFPL4AP5	-0.172703524231389	0.954997660450467	NA	16
AF186190.1	-0.172703524231389	0.954997660450467	NA	16
MTND2P7	-0.172703524231389	0.954997660450467	NA	16
AC087354.1	-0.172703524231389	0.954997660450467	NA	16
MROH4P	-0.172703524231389	0.954997660450467	NA	16
RPS3AP54	-0.172703524231389	0.954997660450467	NA	16
AL513422.1	-0.172703524231389	0.954997660450467	NA	16
RN7SL849P	-0.172703524231389	0.954997660450467	NA	16
RN7SL157P	-0.172703524231389	0.954997660450467	NA	16
MIR3152	-0.172703524231389	0.954997660450467	NA	16
AL158077.1	-0.172703524231389	0.954997660450467	NA	16
AL390882.1	-0.172703524231389	0.954997660450467	NA	16
IFNA16	-0.172703524231389	0.954997660450467	NA	16
AL365204.2	-0.172703524231389	0.954997660450467	NA	16
AL157830.1	-0.172703524231389	0.954997660450467	NA	16
AL157884.1	-0.172703524231389	0.954997660450467	NA	16
AL139008.2	-0.172703524231389	0.954997660450467	NA	16
TRBV24OR9-2	-0.172703524231389	0.954997660450467	NA	16
RN7SKP114	-0.172703524231389	0.954997660450467	NA	16
AL442063.1	-0.172703524231389	0.954997660450467	NA	16
RAB28P4	-0.172703524231389	0.954997660450467	NA	16
RP11-475I24.8	-0.172703524231389	0.954997660450467	NA	16
CNTNAP3P5	-0.172703524231389	0.954997660450467	NA	16
FOXD4L6	-0.172703524231389	0.954997660450467	NA	16
BMS1P11	-0.172703524231389	0.954997660450467	NA	16
AL353780.1	-0.172703524231389	0.954997660450467	NA	16
MTCO1P51	-0.172703524231389	0.954997660450467	NA	16
AL390838.2	-0.172703524231389	0.954997660450467	NA	16
CTSLP8	-0.172703524231389	0.954997660450467	NA	16
AL772337.2	-0.172703524231389	0.954997660450467	NA	16
AL355607.1	-0.172703524231389	0.954997660450467	NA	16
SNX18P2	-0.172703524231389	0.954997660450467	NA	16
AL358232.2	-0.172703524231389	0.954997660450467	NA	16
AL449403.3	-0.172703524231389	0.954997660450467	NA	16
RNU6-492P	-0.172703524231389	0.954997660450467	NA	16
AL353141.1	-0.172703524231389	0.954997660450467	NA	16
AL162391.2	-0.172703524231389	0.954997660450467	NA	16
LCN1P2	-0.172703524231389	0.954997660450467	NA	16
FAM163B	-0.172703524231389	0.954997660450467	NA	16
AL603650.4	-0.172703524231389	0.954997660450467	NA	16
MIR3689D2	-0.172703524231389	0.954997660450467	NA	16
AL390778.1	-0.172703524231389	0.954997660450467	NA	16
OBP2A	-0.172703524231389	0.954997660450467	NA	16
LHX3	-0.172703524231389	0.954997660450467	NA	16
IL9RP1	-0.172703524231389	0.954997660450467	NA	16
AL591424.2	-0.172703524231389	0.954997660450467	NA	16
IL9RP2	-0.172703524231389	0.954997660450467	NA	16
LINC00701	-0.172703524231389	0.954997660450467	NA	16
HSP90AB7P	-0.172703524231389	0.954997660450467	NA	16
LINC02654	-0.172703524231389	0.954997660450467	NA	16
RNU6-15P	-0.172703524231389	0.954997660450467	NA	16
PTF1A	-0.172703524231389	0.954997660450467	NA	16
AL390961.1	-0.172703524231389	0.954997660450467	NA	16
MRPS21P5	-0.172703524231389	0.954997660450467	NA	16
RN7SKP39	-0.172703524231389	0.954997660450467	NA	16
TPRKBP1	-0.172703524231389	0.954997660450467	NA	16
LINC02644	-0.172703524231389	0.954997660450467	NA	16
MTND4LP11	-0.172703524231389	0.954997660450467	NA	16
AL450313.1	-0.172703524231389	0.954997660450467	NA	16
ABCD1P2	-0.172703524231389	0.954997660450467	NA	16
RNU6-1207P	-0.172703524231389	0.954997660450467	NA	16
MSMB	-0.172703524231389	0.954997660450467	NA	16
ALDH7A1P4	-0.172703524231389	0.954997660450467	NA	16
DNAJC19P1	-0.172703524231389	0.954997660450467	NA	16
AL513534.3	-0.172703524231389	0.954997660450467	NA	16
AC073176.2	-0.172703524231389	0.954997660450467	NA	16
AL392111.1	-0.172703524231389	0.954997660450467	NA	16
CTSLP6	-0.172703524231389	0.954997660450467	NA	16
DYDC1	-0.172703524231389	0.954997660450467	NA	16
MARK2P15	-0.172703524231389	0.954997660450467	NA	16
FAM245A	-0.172703524231389	0.954997660450467	NA	16
MTND5P42	-0.172703524231389	0.954997660450467	NA	16
RNA5SP323	-0.172703524231389	0.954997660450467	NA	16
AL358154.1	-0.172703524231389	0.954997660450467	NA	16
AL353740.1	-0.172703524231389	0.954997660450467	NA	16
LINC02661	-0.172703524231389	0.954997660450467	NA	16
AC021035.1	-0.172703524231389	0.954997660450467	NA	16
AURKAP2	-0.172703524231389	0.954997660450467	NA	16
RPL15P13	-0.172703524231389	0.954997660450467	NA	16
AC005871.2	-0.172703524231389	0.954997660450467	NA	16
AL354863.1	-0.172703524231389	0.954997660450467	NA	16
AL357127.2	-0.172703524231389	0.954997660450467	NA	16
NKX1-2	-0.172703524231389	0.954997660450467	NA	16
AL355537.1	-0.172703524231389	0.954997660450467	NA	16
AL391869.1	-0.172703524231389	0.954997660450467	NA	16
FRG2B	-0.172703524231389	0.954997660450467	NA	16
AC136475.4	-0.172703524231389	0.954997660450467	NA	16
AC109309.1	-0.172703524231389	0.954997660450467	NA	16
AC127526.1	-0.172703524231389	0.954997660450467	NA	16
OR51F3P	-0.172703524231389	0.954997660450467	NA	16
OR51H1	-0.172703524231389	0.954997660450467	NA	16
