	logFC	AveExpr	t	P.Value	adj.P.Val	B
37996_s_at	-0.177287499999999	7.53152125	-1.20428007854024	0.258414465419989	0.999986929681082	-4.56288050691491
243261_at	-0.133047500000001	6.60438125	-1.20418581634217	0.258449170516179	0.999986929681082	-4.56291778411724
1553355_at	0.1546625	4.35190125	1.20410358802702	0.258479448105128	0.999986929681082	-4.56295030105345
219313_at	-0.241415000000002	4.27824	-1.20396987598514	0.258528688837476	0.999986929681082	-4.56300317446172
205997_at	0.187267500000001	3.83302125	1.20392408404478	0.258545553901166	0.999986929681082	-4.56302128110747
1561899_at	-0.19807	4.63629	-1.2039178180006	0.258547861739746	0.999986929681082	-4.56302375874198
221975_s_at	-0.139365000000001	6.39152	-1.20391056481859	0.258550533170602	0.999986929681082	-4.56302662668831
224943_at	-0.157939999999998	7.4286225	-1.20389902892217	0.258554782020764	0.999986929681082	-4.56303118802286
1557248_at	0.16953	4.9854325	1.203811376181	0.258587067735891	0.999986929681082	-4.56306584544274
206250_x_at	-0.126942500000002	7.31445375	-1.20362191686412	0.258656863693384	0.999986929681082	-4.56314075188313
206885_x_at	0.130982500000002	6.09274125	1.20359765802011	0.258665801643345	0.999986929681082	-4.56315034262175
212575_at	-0.187837500000001	6.19470125	-1.20351597463199	0.258695898981464	0.999986929681082	-4.56318263538189
227911_at	0.553954999999998	5.3913575	1.20348591416768	0.258706975875634	0.999986929681082	-4.56319451920009
224175_s_at	-0.154417499999999	5.56847375	-1.20342382499554	0.258729856151853	0.999986929681082	-4.56321906442541
233903_s_at	-0.1384925	3.28280625	-1.20342200081111	0.258730528400816	0.999986929681082	-4.56321978555538
222273_at	0.474307500000001	5.75806125	1.20320697902563	0.25880977819599	0.999986929681082	-4.56330478296679
202689_at	0.18233	9.7800275	1.20316224879902	0.258826266721033	0.999986929681082	-4.56332246362785
1552296_at	0.160347500000001	4.64770875	1.20304117131586	0.25887090275504	0.999986929681082	-4.5633703204977
227185_at	-0.162324999999997	7.498395	-1.20296279368463	0.258899800521298	0.999986929681082	-4.56340129848464
232696_at	0.14384	3.14723	1.20296123101578	0.258900376702526	0.999986929681082	-4.56340191610281
1563160_at	-0.1456425	2.80887375	-1.20293487447569	0.258910094940627	0.999986929681082	-4.56341233300827
226346_at	-0.124215	5.0998175	-1.20281302111223	0.258955028803242	0.999986929681082	-4.56346049152409
237947_at	-0.147372499999998	6.19778625	-1.20280391316294	0.258958387645527	0.999986929681082	-4.56346409103207
205562_at	0.153927499999998	8.29354625	1.20278533371322	0.25896523951032	0.999986929681082	-4.56347143367868
1561964_at	0.190352499999999	3.44359125	1.2026757766858	0.25900564573231	0.999986929681082	-4.56351472962759
240638_at	0.176877499999999	4.67273625	1.20262766649736	0.259023391080281	0.999986929681082	-4.56353374165275
209841_s_at	-0.422495000000001	6.66677	-1.20252848792914	0.259059976004016	0.999986929681082	-4.56357293338759
215689_s_at	-0.133130000000001	7.05282	-1.2024994838823	0.259070675787574	0.999986929681082	-4.56358439438683
243353_at	-0.123352500000001	4.94412625	-1.20249655802261	0.259071755176306	0.999986929681082	-4.56358555053688
226112_at	-0.157175000000001	10.5341625	-1.20248860140748	0.259074690496339	0.999986929681082	-4.56358869457623
239973_at	0.462225	5.6941775	1.2024632488626	0.259084043627023	0.999986929681082	-4.56359871250325
242337_at	0.2174075	5.83409625	1.20244142257554	0.259092096059832	0.999986929681082	-4.56360733695438
220955_x_at	-0.244390000000001	7.4134225	-1.20241661041351	0.259101250325783	0.999986929681082	-4.56361714114091
211611_s_at	0.111585000000001	7.17837	1.20225405623344	0.259161229977417	0.999986929681082	-4.56368136944123
235497_at	-0.224634999999999	7.99156	-1.20224437864224	0.259164801193762	0.999986929681082	-4.56368519309356
202228_s_at	-0.127575000000004	12.9593875	-1.20223506137044	0.259168239482975	0.999986929681082	-4.56368887436631
224656_s_at	-0.134525	12.5169875	-1.2021987418121	0.259181642594041	0.999986929681082	-4.56370322414624
242558_at	0.218015	6.5650175	1.20216578382067	0.25919380566179	0.999986929681082	-4.56371624557122
237820_at	0.154827500000001	4.01065625	1.20191992916356	0.259284552306971	0.999986929681082	-4.56381337445993
240873_x_at	0.328910000000001	7.1302	1.2019144732489	0.259286566414121	0.999986929681082	-4.56381552978355
238845_at	-0.110702500000001	4.14900625	-1.20188833960907	0.259296214092243	0.999986929681082	-4.56382585363321
215109_at	0.132017499999999	5.30611125	1.20187419427409	0.259301436204648	0.999986929681082	-4.56383144156362
229608_at	-0.224685000000001	7.3704175	-1.20187173923743	0.259302342552924	0.999986929681082	-4.56383241139019
214661_s_at	0.109837499999996	9.39797375	1.20177729954341	0.259337209661854	0.999986929681082	-4.56386971758926
1558698_at	-0.1419025	4.62011625	-1.20177618179789	0.259337622355903	0.999986929681082	-4.56387015911888
229916_at	0.185497499999999	3.38365625	1.20176758087212	0.259340798007855	0.999986929681082	-4.5638735566319
203673_at	-0.158395	5.5732675	-1.20175364678598	0.259345942847296	0.999986929681082	-4.56387906080614
242004_x_at	-0.1095475	6.64647375	-1.20162999588371	0.259391601704311	0.999986929681082	-4.5639279032341
211598_x_at	-0.170807499999999	5.63792875	-1.20151593380711	0.2594337255943	0.999986929681082	-4.56397295559013
220552_at	-0.119709999999999	3.19125	-1.20148079836308	0.259446702464272	0.999986929681082	-4.56398683294803
227838_at	0.1305175	5.76788375	1.20143916694697	0.259462079226097	0.999986929681082	-4.56400327571354
234396_at	-0.16904	2.9071275	-1.20139529485245	0.259478284390956	0.999986929681082	-4.56402060311798
1554610_at	-0.1608825	5.17069875	-1.20137701511506	0.259485036673067	0.999986929681082	-4.56402782264741
228927_at	0.241439999999999	7.2846775	1.20131634313901	0.259507449080466	0.999986929681082	-4.56405178443399
215060_at	-0.154782499999999	4.21791875	-1.20126483004085	0.25952647940042	0.999986929681082	-4.56407212848914
217807_s_at	0.222225000000005	12.1200125	1.20122882934374	0.259539779693519	0.999986929681082	-4.56408634594946
201247_at	0.136214999999998	8.4017925	1.20122188167482	0.259542346541533	0.999986929681082	-4.56408908970832
214159_at	-0.0932925000000004	3.10320375	-1.20119475978066	0.259552367045745	0.999986929681082	-4.56409980054604
218676_s_at	0.188824999999999	8.044955	1.2011821749154	0.259557016779181	0.999986929681082	-4.56410477045035
239933_x_at	-0.136002500000001	6.85103125	-1.20106694309153	0.259599594643965	0.999986929681082	-4.56415027545105
233303_at	0.3675775	4.97435625	1.20104623606235	0.259607246437165	0.999986929681082	-4.56415845239282
238966_at	-0.16545	3.358215	-1.2009279953922	0.259650942976971	0.999986929681082	-4.56420514263312
1552362_a_at	0.143837499999999	5.45354875	1.20079058244467	0.259701732218846	0.999986929681082	-4.56425940032734
1561997_at	-0.12114	2.70777	-1.20078548934438	0.259703614835625	0.999986929681082	-4.56426141127914
231414_at	-0.140365000000001	5.9060375	-1.20071006371055	0.259731496506199	0.999986929681082	-4.56429119166729
202759_s_at	0.155824999999997	11.2681875	1.20053730830967	0.259795366002267	0.999986929681082	-4.56435939698015
234742_at	-0.1415525	4.36279375	-1.20046442582752	0.259822315234858	0.999986929681082	-4.56438816998121
237287_at	-0.1406075	7.23845875	-1.20044956789644	0.259827809422844	0.999986929681082	-4.56439403556941
234330_at	-0.137355	3.42427	-1.20027046405951	0.259894046100065	0.999986929681082	-4.56446473871186
212339_at	0.156242499999999	6.62553125	1.2001725322002	0.259930269305227	0.999986929681082	-4.56450339588627
212351_at	0.125415000000002	8.7385125	1.20008518725978	0.259962580046653	0.999986929681082	-4.56453787255662
206504_at	0.125977499999999	2.82541375	1.20005527682679	0.259973645295063	0.999986929681082	-4.56454967844102
242387_at	0.174347500000001	5.68764125	1.20005107670822	0.25997519914309	0.999986929681082	-4.56455133624799
1556126_s_at	0.38022	5.799275	1.20001866852424	0.259987188912563	0.999986929681082	-4.56456412780593
217631_at	0.196504999999999	7.2804325	1.20000618712439	0.25999180666503	0.999986929681082	-4.56456905418185
234557_at	-0.1549525	5.30204625	-1.19997742870684	0.26000244668986	0.999986929681082	-4.56458040494623
1566576_at	-0.1475575	4.79024125	-1.19997643292814	0.260002815113868	0.999986929681082	-4.56458079797105
216647_at	-0.167660000000001	7.2951125	-1.19994310794298	0.260015145129567	0.999986929681082	-4.5645939509363
1556039_s_at	0.1848125	5.49085625	1.19992769589482	0.260020847641444	0.999986929681082	-4.56460003381541
1558523_at	-0.144147499999999	3.08167375	-1.19991185769971	0.260026707934538	0.999986929681082	-4.5646062848426
225272_at	0.125705	10.0487175	1.19988018131092	0.260038428840558	0.999986929681082	-4.56461878675943
207385_at	0.164232499999999	5.26072625	1.19972213465161	0.260096915691212	0.999986929681082	-4.56468116128567
1553843_at	-0.176782500000002	7.07432625	-1.19959143901705	0.260145289036934	0.999986929681082	-4.56473273805042
231623_at	0.136887499999999	5.37644125	1.19958126189491	0.260149056120193	0.999986929681082	-4.56473675414458
209833_at	0.163582499999999	8.42706625	1.19956143995094	0.260156393381224	0.999986929681082	-4.56474457622251
232438_at	0.132145	7.042745	1.19953069191423	0.260167775359376	0.999986929681082	-4.56475670978182
241200_x_at	0.0998649999999999	2.434455	1.199522266988	0.26017089407839	0.999986929681082	-4.56476003433288
220052_s_at	0.125782499999996	8.87496625	1.19950767490407	0.260176295812573	0.999986929681082	-4.56476579246882
1556924_at	-0.107390000000002	4.1723625	-1.19947652472821	0.260187827366065	0.999986929681082	-4.56477808441111
201299_s_at	-0.348844999999997	8.0796525	-1.19945433179176	0.260196043271046	0.999986929681082	-4.56478684169509
1554739_at	0.109155	3.1697725	1.19945178674842	0.260196985468658	0.999986929681082	-4.56478784595787
230644_at	-0.404052500000001	5.27376625	-1.19936160331156	0.260230373957139	0.999986929681082	-4.5648234311792
225860_at	0.186325	10.3511625	1.19934682234948	0.260235846622513	0.999986929681082	-4.56482926341494
1570084_at	0.134375	3.954745	1.19933375968724	0.260240683163167	0.999986929681082	-4.56483441761502
1558262_at	0.131707500000001	3.58388375	1.19930936935593	0.260249714045802	0.999986929681082	-4.56484404134702
235609_at	-0.65902	6.0043375	-1.19927913491284	0.26026090914933	0.999986929681082	-4.56485597084912
1567280_at	-0.112810000000001	4.108665	-1.19927884557962	0.260261016284498	0.999986929681082	-4.56485608500954
226929_at	0.170047500000001	7.60540875	1.19926139865988	0.260267476648018	0.999986929681082	-4.56486296890504
211502_s_at	0.1672125	6.76666625	1.19924955480158	0.260271862345893	0.999986929681082	-4.56486764201254
224610_at	0.439954999999998	9.7502	1.19918559224208	0.260295548266685	0.999986929681082	-4.56489287861002
243093_at	0.248464999999999	5.2262475	1.1991325947837	0.260315175030144	0.999986929681082	-4.56491378833305
222657_s_at	-0.150437499999999	9.98573375	-1.19911715661981	0.260320892532894	0.999986929681082	-4.56491987924079
219294_at	0.3824125	5.61205625	1.19903504481499	0.260351304232507	0.999986929681082	-4.56495227455433
228483_s_at	0.190602499999999	6.19760125	1.19898663437179	0.26036923532472	0.999986929681082	-4.56497137319927
223331_s_at	-0.190057500000002	9.05551375	-1.19895238867584	0.26038192043713	0.999986929681082	-4.5649848833813
215975_x_at	-0.1297625	5.99661375	-1.1989071611241	0.260398674156866	0.999986929681082	-4.56500272565961
238059_at	-0.135695	5.5226075	-1.19885654416191	0.26041742531836	0.999986929681082	-4.56502269361925
205497_at	-0.200892499999998	7.73585875	-1.19879381181867	0.260440666162971	0.999986929681082	-4.56504744034515
244479_at	-0.119872500000001	4.77217375	-1.19872766401322	0.260465174170985	0.999986929681082	-4.5650735336293
225778_at	-0.206180000000002	8.5601375	-1.19871792632602	0.260468782177707	0.999986929681082	-4.56507737478141
215407_s_at	0.220652499999999	7.21771875	1.19865336618779	0.260492704014218	0.999986929681082	-4.56510284089545
244702_at	-0.138190000000002	4.6461775	-1.19862424801553	0.260503493917783	0.999986929681082	-4.56511432647553
235028_at	0.3551625	5.23941875	1.19861046885772	0.260508599988614	0.999986929681082	-4.56511976157118
214701_s_at	-0.2097625	8.90893125	-1.19850395805159	0.260548071873042	0.999986929681082	-4.56516177287019
234411_x_at	-0.174635000000001	5.415535	-1.19844477147908	0.260570007938864	0.999986929681082	-4.5651851170699
230345_at	-0.298442499999997	9.63404375	-1.19834675292888	0.260606339416698	0.999986929681082	-4.56522377586238
216343_at	-0.100047499999999	5.24406625	-1.19830308491416	0.260622526686349	0.999986929681082	-4.56524099808606
228102_at	-0.139754999999999	4.94908	-1.19828979612595	0.26062745286036	0.999986929681082	-4.56524623898077
210389_x_at	0.1713175	6.46197625	1.1981755184469	0.260669818875637	0.999986929681082	-4.56529130701856
211365_s_at	-0.184177499999999	4.44637875	-1.19807175728517	0.260708290936205	0.999986929681082	-4.56533222556082
241774_at	0.374094999999999	3.7775125	1.19805203955028	0.26071560230111	0.999986929681082	-4.56534000108974
212952_at	-0.279497499999994	9.82896625	-1.19803257170746	0.26072282116821	0.999986929681082	-4.56534767800611
222810_s_at	0.133040000000001	9.129955	1.19793419202999	0.260759303788052	0.999986929681082	-4.56538647182436
230120_s_at	0.249862500000001	5.55877375	1.19790717622798	0.260769322912669	0.999986929681082	-4.56539712459044
212529_at	-0.173292499999999	7.99308875	-1.19787995515455	0.260779418479171	0.999986929681082	-4.56540785816357
204963_at	-0.265154999999998	8.169725	-1.19784081111399	0.260793936508157	0.999986929681082	-4.56542329285858
243238_at	0.16422	5.530095	1.19781696316854	0.260802781729262	0.999986929681082	-4.56543269608806
235184_at	-0.127952499999999	4.04348625	-1.1977373353904	0.260832317488543	0.999986929681082	-4.56546409251722
1558027_s_at	0.262255000000001	7.47217	1.19755607453101	0.260899561353558	0.999986929681082	-4.56553555752614
237258_at	-0.1325	4.9646875	-1.19750614713421	0.260918085799673	0.999986929681082	-4.56555524115107
1561297_at	-0.106515000000002	2.9044	-1.19741561057501	0.260951680079438	0.999986929681082	-4.56559093357223
232628_at	0.2022925	2.82999125	1.19738092488416	0.260964551394921	0.999986929681082	-4.56560460738945
1553314_a_at	-0.130190000000002	4.03478	-1.19732784478062	0.260984249581208	0.999986929681082	-4.56562553223923
209075_s_at	0.230499999999999	12.773125	1.19725252886109	0.261012201606997	0.999986929681082	-4.56565522184598
231097_at	-0.377119999999998	7.4974575	-1.19720090144639	0.26103136350598	0.999986929681082	-4.56567557282283
237921_at	-0.115427500000001	3.42244625	-1.19714513141563	0.261052064244488	0.999986929681082	-4.56569755622742
239541_at	-0.196347500000002	5.06097875	-1.197135282399	0.261055720143514	0.999986929681082	-4.56570143844911
218556_at	0.141	11.298125	1.19708255418503	0.261075293260401	0.999986929681082	-4.56572222221398
212980_at	0.53141	5.2752225	1.19707078585466	0.261079661916576	0.999986929681082	-4.56572686084167
224035_s_at	-0.146625	6.21485	-1.19703248893058	0.26109387896341	0.999986929681082	-4.56574195585551
230080_at	0.167025000000002	6.08376	1.19700567591542	0.261103833187009	0.999986929681082	-4.56575252424274
1553894_at	-0.138225	3.238215	-1.19697219070959	0.261116264864891	0.999986929681082	-4.56576572229862
239695_at	0.264432500000002	5.30839875	1.19696146916267	0.261120245434754	0.999986929681082	-4.56576994810882
203574_at	-0.220750000000001	10.666575	-1.19688554703898	0.261148434310483	0.999986929681082	-4.56579987159275
221349_at	-0.114342499999999	4.56393125	-1.19672260537955	0.261208940681647	0.999986929681082	-4.56586408886824
205809_s_at	-0.241685	8.61317	-1.19667005966848	0.261228455296169	0.999986929681082	-4.56588479673196
209116_x_at	0.4830975	6.26369625	1.19665715577868	0.261233247769092	0.999986929681082	-4.56588988197921
236576_at	-0.165315000000001	3.9890975	-1.19665042251262	0.261235748515735	0.999986929681082	-4.56589253545557
206480_at	-0.198365	6.4252225	-1.19661982223436	0.261247113755522	0.999986929681082	-4.56590459444907
232849_at	-0.131157499999999	5.84104875	-1.19651606517953	0.261285653103416	0.999986929681082	-4.56594548187555
216719_s_at	0.1674775	3.05091875	1.19643563109169	0.261315532566465	0.999986929681082	-4.56597717709116
1560656_at	-0.117192499999999	5.38385875	-1.19639867003349	0.261329263697484	0.999986929681082	-4.56599174127418
244361_at	-0.119537500000001	4.63909875	-1.19638771817956	0.261333332452128	0.999986929681082	-4.56599605670881
213645_at	0.359245	7.144085	1.19638444514907	0.261334548434996	0.999986929681082	-4.56599734639935
240803_at	-0.13449	5.8305325	-1.19631014098888	0.261362154841235	0.999986929681082	-4.56602662435647
232657_at	0.1440475	5.01110875	1.19630055273197	0.261365717361304	0.999986929681082	-4.56603040232938
236709_at	-0.164779999999999	6.26933	-1.19624194685399	0.261387493247259	0.999986929681082	-4.56605349390014
204039_at	-0.157575	5.8459325	-1.19614175856958	0.261424723088094	0.999986929681082	-4.56609296808944
235652_at	0.308674999999999	5.4704675	1.19613089900409	0.261428758746214	0.999986929681082	-4.56609724664843
200611_s_at	-0.192599999999999	12.637425	-1.19607766916481	0.261448540876076	0.999986929681082	-4.56611821835452
234951_s_at	-0.113905000000002	5.554875	-1.19603846265607	0.261463112203067	0.999986929681082	-4.56613366476069
240889_at	-0.148879999999999	5.112995	-1.19602732134212	0.261467253056837	0.999986929681082	-4.56613805411471
220278_at	0.132427500000001	5.26782375	1.19601856987407	0.261470505721951	0.999986929681082	-4.56614150192295
220772_at	-0.1012925	3.02919125	-1.1959489328616	0.261496388930294	0.999986929681082	-4.56616893625619
1554677_s_at	0.152664999999999	6.0023625	1.19592723287867	0.26150445496587	0.999986929681082	-4.5661774850423
1556513_at	-0.141237500000003	4.93409125	-1.1959241723322	0.261505592608582	0.999986929681082	-4.56617869074862
240886_at	-0.180342500000001	6.81503125	-1.19547689730265	0.261671893199922	0.999986929681082	-4.56635487688818
201025_at	0.354452499999999	8.46937125	1.19543787957502	0.261686404364934	0.999986929681082	-4.56637024462582
234352_x_at	-0.1450225	2.63646125	-1.19540616707421	0.261698199106285	0.999986929681082	-4.56638273488095
1563933_a_at	-1.137865	5.395075	-1.19540052779074	0.26170029655409	0.999986929681082	-4.56638495594442
1552769_at	-0.1329075	5.54827125	-1.19539408093545	0.261702694382876	0.999986929681082	-4.56638749506744
229196_at	-0.129490000000001	3.619815	-1.1952658216224	0.261750402548422	0.999986929681082	-4.56643800899277
231354_at	-0.142975	5.1367275	-1.1952500160736	0.261756282168691	0.999986929681082	-4.56644423367559
228401_at	-0.277105000000001	6.5219075	-1.19522561379306	0.261765359958663	0.999986929681082	-4.56645384391038
242877_at	0.1345375	3.41467125	1.1951803700084	0.261782191581523	0.999986929681082	-4.56647166176737
1564785_at	-0.131405	5.934545	-1.1951218612673	0.261803959337701	0.999986929681082	-4.56649470305824
238630_at	0.232629999999999	5.883565	1.19503659825058	0.261835683445617	0.999986929681082	-4.56652827930979
1562572_at	0.1697625	3.93040875	1.19494037496322	0.2618714893065	0.999986929681082	-4.5665661700729
234680_at	-0.12967	6.1045725	-1.19475388088637	0.261940897283985	0.999986929681082	-4.56663960279153
234150_at	-0.1471575	2.92623375	-1.19472752851662	0.261950706109996	0.999986929681082	-4.56664997861811
239407_at	0.102952500000002	4.04531375	1.19464461069031	0.261981571550305	0.999986929681082	-4.56668262536259
1554380_at	0.127855	5.5724625	1.19456056775399	0.262012858798229	0.999986929681082	-4.56671571380251
1567997_x_at	-0.185227499999998	5.45060875	-1.19451504612145	0.262029806711716	0.999986929681082	-4.56673363552662
219782_s_at	-0.2029125	4.66664875	-1.19450344901831	0.262034124508042	0.999986929681082	-4.56673820120901
230455_at	-0.168904999999999	5.5293825	-1.1944830904531	0.262041704482764	0.999986929681082	-4.56674621614593
230712_at	0.2175875	6.63601375	1.19447081700749	0.262046274261979	0.999986929681082	-4.56675104802593
229653_at	0.1481625	7.36810625	1.19445022288231	0.262053942229197	0.999986929681082	-4.56675915557635
238981_at	0.12269	4.645835	1.19434650585205	0.262092562732172	0.999986929681082	-4.56679998599155
206249_at	-0.127237499999999	5.81511125	-1.19433456729731	0.262097008516636	0.999986929681082	-4.56680468573084
206597_at	-0.1760925	5.61308625	-1.19425584009094	0.262126327173015	0.999986929681082	-4.56683567687926
235064_s_at	0.1211175	6.32783125	1.19423295553199	0.262134850066635	0.999986929681082	-4.56684468522579
240676_at	0.137602499999999	3.23584375	1.19420536833699	0.262145124659729	0.999986929681082	-4.56685554460427
214036_at	-0.2387975	7.02070375	-1.19414679046193	0.262166942519783	0.999986929681082	-4.56687860264012
239451_at	-0.207427500000001	5.55731375	-1.19412862158457	0.262173709980415	0.999986929681082	-4.56688575433562
44111_at	0.107987499999997	8.97006625	1.19406769263542	0.262196405546713	0.999986929681082	-4.56690973695392
229516_at	0.1629375	5.43838375	1.19404907499014	0.26220334079302	0.999986929681082	-4.56691706502375
218540_at	0.128080000000001	8.666485	1.1940423986439	0.26220582783025	0.999986929681082	-4.56691969287717
1561642_at	-0.12501	3.9549625	-1.19401099735607	0.262217525527401	0.999986929681082	-4.56693205251901
217461_x_at	0.1628825	6.58618375	1.19397105072232	0.262232407169725	0.999986929681082	-4.56694777537309
235103_at	-0.332015000000001	7.99491	-1.19392552944684	0.26224936640916	0.999986929681082	-4.56696569202913
205331_s_at	-0.135347499999999	7.37500625	-1.19385253801774	0.262276561675478	0.999986929681082	-4.56699441983046
1559821_at	-0.155609999999998	5.8852425	-1.19378142582645	0.262303058960615	0.999986929681082	-4.56702240706426
1552995_at	0.11408	6.5658325	1.19377753215765	0.262304509852304	0.999986929681082	-4.56702393944723
235186_at	-0.2724725	7.07687875	-1.19369783109852	0.262334210155673	0.999986929681082	-4.56705530579311
244110_at	0.2906775	4.69780625	1.19368567929842	0.262338738717174	0.999986929681082	-4.56706008803057
234856_at	-0.152522500000002	5.43357625	-1.19367100764194	0.262344206427264	0.999986929681082	-4.5670658618999
225880_at	-0.135345000000001	9.62726	-1.19346235014653	0.262421977107963	0.999986929681082	-4.56714797248389
237768_x_at	0.169675000000001	5.013635	1.19344609195868	0.262428037629765	0.999986929681082	-4.56715437004545
209971_x_at	0.129075	11.2980875	1.19344510029013	0.262428407295091	0.999986929681082	-4.56715476026329
238266_at	0.1179325	6.24960625	1.19335783812928	0.2624609377471	0.999986929681082	-4.56718909688746
222841_s_at	0.223947500000001	8.86328875	1.19335082082882	0.262463553867133	0.999986929681082	-4.56719185805105
203149_at	-0.143999999999998	8.605355	-1.19319781121235	0.262520602618059	0.999986929681082	-4.56725206194089
230244_at	-0.127852500000001	4.45679875	-1.19316229034959	0.262533847796926	0.999986929681082	-4.56726603753235
205618_at	-0.21678	9.1728525	-1.19301244117024	0.26258973016613	0.999986929681082	-4.5673249927492
204260_at	-0.1474775	4.19838625	-1.19296425118619	0.262607703411051	0.999986929681082	-4.56734395127425
225623_at	0.187785	7.32349	1.1929639695318	0.262607808461594	0.999986929681082	-4.56734406207926
230843_at	0.140559999999999	4.65199	1.19293121259771	0.262620026267852	0.999986929681082	-4.56735694880939
244353_s_at	-0.152139999999999	6.3639625	-1.19277992469279	0.262676460156831	0.999986929681082	-4.56741646361273
219168_s_at	0.1903025	6.18171625	1.19271297874532	0.262701435665827	0.999986929681082	-4.56744279798179
1559732_at	-0.219412500000001	4.61110875	-1.19268082838439	0.262713430674236	0.999986929681082	-4.56745544460006
233036_at	0.195494999999999	5.115235	1.19263095281373	0.262732039672006	0.999986929681082	-4.56747506320402
1560405_at	-0.132717499999999	5.81377875	-1.1926155276551	0.26273779514455	0.999986929681082	-4.56748113061237
215241_at	0.19772	3.35279	1.19258273681647	0.262750030479525	0.999986929681082	-4.56749402857786
1564130_x_at	-0.12805	3.3359275	-1.19253879678096	0.262766426665184	0.999986929681082	-4.5675113116639
1555082_a_at	0.145957500000002	6.18677125	1.19242843557607	0.262807611490897	0.999986929681082	-4.56755471885049
237376_at	-0.1436525	2.68848875	-1.1923819671657	0.262824954227067	0.999986929681082	-4.56757299509998
1556355_x_at	-0.181982499999999	5.98828625	-1.19236974344168	0.262829516465016	0.999986929681082	-4.56757780268342
226626_at	0.458845000000001	8.1264375	1.19231071756664	0.262851547482206	0.999986929681082	-4.56760101713801
202327_s_at	-0.1622825	6.19943375	-1.19229701705849	0.262856661319141	0.999986929681082	-4.56760640535815
204433_s_at	0.146122499999999	7.60071375	1.19228899944201	0.26285965400326	0.999986929681082	-4.56760955855966
203797_at	-0.125640000000002	6.2499975	-1.19225197255326	0.262873475148257	0.999986929681082	-4.56762412049464
219858_s_at	0.363417500000001	4.48522375	1.19223812547138	0.26287864404329	0.999986929681082	-4.56762956621019
224554_at	-0.123952500000001	6.03025875	-1.19220511287026	0.262890967451907	0.999986929681082	-4.56764254910898
236370_at	0.2857675	5.62518375	1.19218275238959	0.262899314751641	0.999986929681082	-4.56765134272363
222895_s_at	0.170872500000001	4.01786375	1.19217729155764	0.262901353344993	0.999986929681082	-4.56765349026866
1554206_at	0.2249075	5.94101875	1.19216332592633	0.262906566938823	0.999986929681082	-4.56765898241451
201528_at	-0.128049999999998	10.83195	-1.19214427740599	0.262913678190946	0.999986929681082	-4.56766647340727
233796_at	-0.125079999999999	4.77378	-1.19210296496181	0.262929101612501	0.999986929681082	-4.56768271964791
219195_at	0.149712500000001	3.96380375	1.19209379308907	0.26293252590151	0.999986929681082	-4.56768632647129
226611_s_at	-0.311867500000002	7.96399875	-1.19198825514458	0.262971930739259	0.999986929681082	-4.56772782797353
220769_s_at	0.2083175	4.94914375	1.19197389077479	0.262977294350595	0.999986929681082	-4.56773347642711
238204_at	-0.1231525	4.00060375	-1.19190340186165	0.263003615971696	0.999986929681082	-4.56776119399795
204033_at	-0.507069999999997	8.73986	-1.19189237246547	0.263007734706433	0.999986929681082	-4.56776553088183
1556627_at	0.156925	3.570595	1.19186482630383	0.263018021564957	0.999986929681082	-4.56777636224759
216073_at	-0.135425000000001	4.4831775	-1.19184123006852	0.263026833618105	0.999986929681082	-4.5677856403603
207683_at	-0.126797499999999	5.34836625	-1.19180434880406	0.263040607464215	0.999986929681082	-4.56780014198201
206565_x_at	0.154525	5.9380525	1.19177055172174	0.263053229988181	0.999986929681082	-4.56781343069082
244315_at	-0.128145	2.61326	-1.19173735661761	0.263065628160926	0.999986929681082	-4.56782648250227
218462_at	0.218674999999999	10.8616125	1.19150778244169	0.263151385638921	0.999986929681082	-4.56791674202569
1561056_a_at	0.14214	4.392935	1.19147590513848	0.263163295193654	0.999986929681082	-4.56792927415738
203833_s_at	-0.139627499999998	8.21962375	-1.19146444618967	0.263167576432933	0.999986929681082	-4.56793377904272
228354_at	0.201052499999999	8.01219875	1.19145084940896	0.263172656471891	0.999986929681082	-4.56793912434788
1563203_at	-0.132940000000001	3.1043325	-1.19132842010298	0.263218402157892	0.999986929681082	-4.56798725347013
1564474_at	0.14014	3.48076	1.19122307927764	0.263257767867044	0.999986929681082	-4.5680286625961
1569540_at	-0.113807500000001	3.50760625	-1.19120323432948	0.263265184425791	0.999986929681082	-4.56803646334969
220300_at	0.148529999999998	5.13872	1.19104914297456	0.263322777991736	0.999986929681082	-4.56809703189409
220932_at	0.146845000000001	4.5895	1.19101520249377	0.263335465034614	0.999986929681082	-4.56811037225827
1559443_s_at	0.129754999999999	6.6825375	1.19099098893644	0.263344516428527	0.999986929681082	-4.56811988930859
232133_at	0.15181	5.627485	1.19098846181598	0.263345461118825	0.999986929681082	-4.56812088257782
232032_x_at	-0.110975000000005	11.6719875	-1.19098813828587	0.26334558206132	0.999986929681082	-4.56812100973926
1569850_at	-0.1147	2.8305325	-1.1909488360031	0.263360274430804	0.999986929681082	-4.56813645710701
230694_at	-0.183037500000001	4.40674875	-1.190809726809	0.263412282918821	0.999986929681082	-4.56819113028911
240989_at	-0.0967324999999999	3.20256625	-1.19068450656923	0.263459105849726	0.999986929681082	-4.56824034173082
1567013_at	-0.233775000000001	7.146015	-1.19066189346425	0.263467562161535	0.999986929681082	-4.56824922835217
1554290_at	0.2705775	5.59779375	1.19054594847968	0.26351092394903	0.999986929681082	-4.5682947915615
