gene	log2FC	p	padj	n
10346_at	0.707927479214285	1.05088916929477e-05	0.0853827039602832	15
6703_at	-0.595597749428572	1.26955698152246e-05	0.0853827039602832	15
29990_at	1.33836654082143	1.49566805956353e-05	0.0853827039602832	15
1472_at	-0.530145103839286	5.88577048930232e-05	0.193647331836966	15
132625_at	-0.601146738428572	6.70176810734667e-05	0.193647331836966	15
23586_at	0.783817902785714	8.2822528332215e-05	0.193647331836966	15
54517_at	1.19337807625	0.000125027466559132	0.193647331836966	15
11281_at	-0.632366138392857	0.000126120200358916	0.193647331836966	15
79993_at	1.38724183433929	0.000129502634415888	0.193647331836966	15
29087_at	-0.614750268214287	0.000139541508276898	0.193647331836966	15
8192_at	-0.620712388642858	0.000147195131255569	0.193647331836966	15
57717_at	1.32698802958929	0.000165055083627876	0.193647331836966	15
84450_at	0.521313047357143	0.000176307089971108	0.193647331836966	15
85480_at	-1.46218395185714	0.000198853919697285	0.193647331836966	15
57337_at	0.627279795125	0.000204956048493179	0.193647331836966	15
11073_at	0.64763389967857	0.000204975689738839	0.193647331836966	15
84964_at	-0.550414332928571	0.000230295113275268	0.193647331836966	15
23165_at	0.680894494249999	0.000262217100715475	0.193647331836966	15
3006_at	-0.633256745303572	0.000292798686562629	0.193647331836966	15
712_at	-1.03059285567857	0.00031413375273006	0.193647331836966	15
246777_at	-0.747604203053572	0.000346581915773972	0.193647331836966	15
10371_at	0.758292806660714	0.000346929254156928	0.193647331836966	15
8636_at	-0.646751758482143	0.00037919180229419	0.193647331836966	15
27247_at	-0.522172375089286	0.000386513815732458	0.193647331836966	15
7139_at	-0.610120061678572	0.000397428841047412	0.193647331836966	15
8836_at	-0.916030039964286	0.000433740014426705	0.193647331836966	15
55770_at	0.570954758089285	0.000451152016444048	0.193647331836966	15
3632_at	0.450741251875001	0.000492734747641013	0.193647331836966	15
714_at	-0.689752157928571	0.000496179276324852	0.193647331836966	15
55835_at	0.525215451517857	0.000522023888500469	0.193647331836966	15
55112_at	0.553321202464286	0.000541867953457577	0.193647331836966	15
6431_at	0.596253235785714	0.000556914933376179	0.193647331836966	15
147798_at	0.290471384910714	0.000557872369246282	0.193647331836966	15
56919_at	0.482025674839285	0.000564002913557543	0.193647331836966	15
9879_at	0.905707129625	0.000584671303668884	0.193647331836966	15
1106_at	0.518772117267857	0.0005849732738721	0.193647331836966	15
6421_at	0.676053387589286	0.00059108776565562	0.193647331836966	15
54762_at	0.449284601821428	0.000593841399347512	0.193647331836966	15
51081_at	-0.563229374464287	0.000624117754926955	0.193647331836966	15
118611_at	-0.265347475142857	0.000627068801269448	0.193647331836966	15
283860_at	-0.337903060660714	0.000630818300202635	0.193647331836966	15
90806_at	0.488738584642858	0.000639485696691306	0.193647331836966	15
256471_at	0.652638059892857	0.000667893166341465	0.193647331836966	15
51339_at	0.607610421696428	0.00068528555616307	0.193647331836966	15
115939_at	-0.673636948642857	0.000697495921390875	0.193647331836966	15
400916_at	-1.13500994394643	0.000730660836605734	0.193647331836966	15
11017_at	-0.71397671194643	0.000754022190489835	0.193647331836966	15
1329_at	-0.676475802946428	0.000760326295031551	0.193647331836966	15
22824_at	0.512770001696428	0.00077401156428093	0.193647331836966	15
22889_at	0.566731601678571	0.000774320527671649	0.193647331836966	15
26229_at	-0.626132032428572	0.000778788364451046	0.193647331836966	15
79078_at	-0.802110817017857	0.000783030474167449	0.193647331836966	15
55647_at	-0.612527857553571	0.000806904579133623	0.193647331836966	15
130589_at	-0.447515087767857	0.000807256847107231	0.193647331836966	15
51634_at	-0.425075130410715	0.000808927686661489	0.193647331836966	15
7175_at	0.981464335642857	0.000816329193023267	0.193647331836966	15
92283_at	0.550746831178571	0.000829090250266519	0.193647331836966	15
9584_at	0.394411187017857	0.000837598281425222	0.193647331836966	15
8027_at	0.469943675767857	0.000842761535053844	0.193647331836966	15
259249_at	-0.399349224946429	0.000849203288821843	0.193647331836966	15
79187_at	-0.495410809589286	0.0008598740372765	0.193647331836966	15
81579_at	-0.552293884982143	0.000891713832516008	0.193647331836966	15
29789_at	-0.378086039107143	0.000896641806871975	0.193647331836966	15
55601_at	0.809946026624999	0.00091295444346118	0.193647331836966	15
26013_at	0.812949578125	0.000932028666881693	0.193647331836966	15
114900_at	-0.351083803089286	0.000936331724329895	0.193647331836966	15
23564_at	-0.565957255017857	0.00094171931269866	0.193647331836966	15
440026_at	0.81793599517857	0.000978983349319766	0.193647331836966	15
5530_at	0.581861437428571	0.000980855731532144	0.193647331836966	15
11092_at	-0.506543382946428	0.00099248205492599	0.193647331836966	15
135112_at	0.496651613178571	0.00101353852311274	0.193647331836966	15
10947_at	0.693431248607143	0.00101898186879404	0.193647331836966	15
80817_at	0.758248201892857	0.00102137949327181	0.193647331836966	15
2043_at	0.575953219910714	0.00103015494583598	0.193647331836966	15
8732_at	0.660922991	0.00103554314011166	0.193647331836966	15
9820_at	-0.393416223410715	0.00104420354909779	0.193647331836966	15
8473_at	0.586955775035713	0.00105335748801592	0.193647331836966	15
22828_at	0.473809072785714	0.00105856966587699	0.193647331836966	15
706_at	-0.655045324946428	0.00109249189721102	0.193647331836966	15
84269_at	-0.730887668875	0.00109467449788635	0.193647331836966	15
79612_at	0.633435233535714	0.00110119806395157	0.193647331836966	15
9934_at	-0.636081687625001	0.00114343247431285	0.193647331836966	15
9454_at	-0.660700922357143	0.00115628039599444	0.193647331836966	15
7561_at	0.418929293732142	0.00115986011287557	0.193647331836966	15
859_at	-0.459670413696429	0.00118503304428046	0.193647331836966	15
1832_at	0.835489932625	0.00123027824698372	0.193647331836966	15
221981_at	1.11094693732143	0.00123908752780795	0.193647331836966	15
388965_at	-0.293626678607143	0.00124236708743995	0.193647331836966	15
8228_at	0.505902367267857	0.00126550372655821	0.193647331836966	15
57634_at	0.403250899482144	0.00129903305086413	0.193647331836966	15
51705_at	0.77676106892857	0.00129946218314915	0.193647331836966	15
64975_at	-0.704375776625001	0.00132035968076343	0.193647331836966	15
23395_at	0.771256574464285	0.00132316482612216	0.193647331836966	15
10482_at	0.774601940678571	0.00132832343819016	0.193647331836966	15
23054_at	0.647988082946429	0.00135604365655959	0.193647331836966	15
64960_at	-0.620885671160714	0.00135826008384056	0.193647331836966	15
5092_at	-1.06184025421429	0.00136347837299733	0.193647331836966	15
112752_at	-0.452005271375	0.00136590100328092	0.193647331836966	15
4670_at	0.545976591107142	0.00137574600061171	0.193647331836966	15
145282_at	0.562829732767857	0.00137622087787201	0.193647331836966	15
54769_at	-0.376142344375	0.00140171666088086	0.193647331836966	15
120935_at	-0.378683861892857	0.00141316050073837	0.193647331836966	15
1153_at	0.879374511232143	0.00141329159453214	0.193647331836966	15
2542_at	-0.387745173267858	0.0014197007535695	0.193647331836966	15
6870_at	-0.285756931892857	0.00142067430687481	0.193647331836966	15
51166_at	0.362983985928571	0.0014242762261583	0.193647331836966	15
573_at	0.636015066410714	0.00142768265035523	0.193647331836966	15
2968_at	0.602092650964285	0.00142830215768818	0.193647331836966	15
522_at	-0.320548790178571	0.00143034586844334	0.193647331836966	15
10743_at	0.798917523517858	0.00146058600979996	0.193647331836966	15
203522_at	0.675436276946428	0.00149546244216992	0.193647331836966	15
115024_at	-0.666465811803573	0.00149695459213078	0.193647331836966	15
9972_at	0.46646894917857	0.00151111100027964	0.193647331836966	15
57646_at	0.559168634892857	0.00151691436771474	0.193647331836966	15
148_at	1.066322266625	0.00152216513570084	0.193647331836966	15
55568_at	0.633662219625	0.00153906309232314	0.193647331836966	15
220988_at	0.508141946267857	0.00154959816572694	0.193647331836966	15
843_at	0.5455821235	0.00155135862606948	0.193647331836966	15
22977_at	-0.420677035089286	0.0015523510917168	0.193647331836966	15
58487_at	0.604716288428571	0.00156530789660164	0.193647331836966	15
4899_at	0.591402904071429	0.00159180410332588	0.193647331836966	15
9218_at	0.964751069875	0.00159528302981063	0.193647331836966	15
